Year,Selection,Pos,Player,Age,Tm,Pts_Won,Pts_Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FGPct,3PPct,FTPct,WS,WS/48,DWS,DBPM,DRtg
2003,ORV,F,Kurt Thomas,30,NYK,3,58,0.052,81,31.8,14,7.9,2,1,1.2,0.483,0.667,0.75,5.4,0.1,3,0.7,102
2003,ORV,F,Matt Harpring,26,UTA,2,58,0.034,78,32.8,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,8.8,0.166,2.4,-1.1,104
2003,ORV,G,Tracy McGrady,23,ORL,2,58,0.034,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,2.9,0.7,104
2003,ORV,G,Chauncey Billups,26,DET,1,58,0.017,74,31.4,16.2,3.7,3.9,0.9,0.2,0.421,0.392,0.878,9.9,0.204,2.9,0.3,102
2003,ORV,C,Keon Clark,27,SAC,1,58,0.017,80,22.3,6.7,5.6,1,0.5,1.9,0.501,0,0.656,4.7,0.127,3.4,2.1,97
2003,ORV,F,Dale Davis,33,POR,1,58,0.017,78,29.3,7.4,7.2,1.2,0.7,0.9,0.541,,0.633,6.9,0.145,2.6,0.1,103
2003,ORV,C,Nen,20,DEN,1,58,0.017,80,28.2,10.5,6.1,1.9,1.6,0.8,0.519,0,0.578,5,0.107,3.8,1.9,99
2003,ORV,G,Bobby Jackson,29,SAC,1,58,0.017,59,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,2.2,0.5,101
2003,ORV,C,Jamaal Magloire,24,NOH,1,58,0.017,82,29.8,10.3,8.8,1.1,0.6,1.4,0.48,0,0.717,6.7,0.133,3.8,0.2,99
2003,ORV,F,Desmond Mason,25,TOT,1,58,0.017,80,34.5,14.3,6.5,2,0.8,0.4,0.449,0.292,0.749,5.2,0.09,1.9,-1.3,106
2003,ORV,C,Yao Ming,22,HOU,1,58,0.017,82,29,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176,3.5,0.9,100
2003,ORV,C,David Robinson,37,SAS,1,58,0.017,64,26.2,8.5,7.9,1,0.8,1.7,0.469,,0.71,6,0.172,3.6,1.7,95
2003,ORV,F,Amar'e Stoudemire,20,PHO,1,58,0.017,82,31.3,13.5,8.8,1,0.8,1.1,0.472,0.2,0.661,6.2,0.116,3.6,-0.4,101
2003,ORV,F,Rasheed Wallace,28,POR,1,58,0.017,74,36.3,18.1,7.4,2.1,0.9,1,0.471,0.358,0.735,8.5,0.151,3.4,0.2,102
2003,ORV,F,Chris Webber,29,SAC,1,58,0.017,67,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,5.3,1.5,96
2004,1st,F,Metta World Peace,24,IND,54,58,0.931,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8,0.141,5.2,1.9,96
2004,1st,C,Ben Wallace,29,DET,48,58,0.828,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16,9.1,3.3,87
2004,1st,G,Bruce Bowen,32,SAS,41,58,0.707,82,32,6.9,3.1,1.4,1,0.4,0.42,0.363,0.579,5.4,0.098,4.6,2.2,97
2004,1st,F,Kevin Garnett,27,MIN,40,58,0.69,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272,8,3.3,92
2004,1st,G,Kobe Bryant,25,LAL,31,58,0.534,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,3,0.5,102
2004,2nd,F,Andrei Kirilenko,22,UTA,36,58,0.621,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,5,2.9,97
2004,2nd,F,Tim Duncan,27,SAS,33,58,0.569,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,7.2,3.3,89
2004,2nd,C,Theo Ratliff,30,TOT,28,58,0.483,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,,0.645,5.2,0.094,3.4,2.3,101
2004,2nd,G,Doug Christie,33,SAC,25,58,0.431,82,33.9,10.1,4,4.2,1.8,0.5,0.461,0.345,0.86,5.7,0.099,2.4,1.1,104
2004,2nd,G,Jason Kidd,30,NJN,15,58,0.259,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,4.4,1.3,97
2004,ORV,F,James Posey,27,MEM,13,58,0.224,82,29.9,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,10,0.195,3.2,1.4,101
2004,ORV,G,Eric Snow,30,PHI,10,58,0.172,82,36.2,10.3,3.4,6.9,1.2,0.1,0.413,0.111,0.797,5.5,0.09,2.3,-0.3,105
2004,ORV,C,Jermaine O'Neal,25,IND,9,58,0.155,78,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155,6.3,1.3,93
2004,ORV,F,Clifford Robinson,37,GSW,7,58,0.121,82,34.7,11.8,3.9,3.3,0.8,0.9,0.387,0.357,0.711,2,0.033,2.1,0,105
2004,ORV,G,Chauncey Billups,27,DET,5,58,0.086,78,35.4,16.9,3.5,5.7,1.1,0.1,0.394,0.388,0.878,11.3,0.198,4.2,0.5,99
2004,ORV,G,Baron Davis,24,NOH,5,58,0.086,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,3.2,0.5,102
2004,ORV,F,Kenyon Martin,26,NJN,5,58,0.086,65,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142,5.1,1.8,93
2004,ORV,C,Shaquille O'Neal,31,LAL,4,58,0.069,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,4,1,98
2004,ORV,G,Gary Payton,35,LAL,4,58,0.069,82,34.5,14.6,4.2,5.5,1.2,0.2,0.471,0.333,0.714,8.1,0.137,2.7,0.2,103
2004,ORV,G,Steve Francis,26,HOU,2,58,0.034,79,40.4,16.6,5.5,6.2,1.8,0.4,0.403,0.292,0.775,7.1,0.107,4.7,0.9,99
2004,ORV,G,Manu Ginbili,26,SAS,2,58,0.034,77,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194,5.1,3.1,93
2004,ORV,F,Rasheed Wallace,29,TOT,2,58,0.034,68,35.1,16,6.8,2.3,0.9,1.8,0.436,0.331,0.736,6.2,0.125,3.1,0.8,101
2004,ORV,G,Earl Watson,24,MEM,2,58,0.034,81,20.6,5.7,2.2,5,1.1,0.2,0.371,0.245,0.652,1.8,0.052,1.7,0.3,103
2004,ORV,G,Darrell Armstrong,35,NOH,1,58,0.017,79,28.4,10.6,2.9,3.9,1.7,0.2,0.395,0.315,0.854,5.3,0.114,2.5,1.1,102
2004,ORV,F,P.J. Brown,34,NOH,1,58,0.017,80,34.4,10.5,8.6,1.9,1,0.9,0.476,0,0.854,8.1,0.142,3.4,0.4,101
2004,ORV,C,Marcus Camby,29,DEN,1,58,0.017,72,30,8.6,10.1,1.8,1.2,2.6,0.477,0,0.721,6.9,0.154,4.3,2.5,95
2004,ORV,C,Kelvin Cato,29,HOU,1,58,0.017,69,25.3,6.1,6.8,1,0.8,1.4,0.447,,0.676,4.6,0.127,3.5,2.4,95
2004,ORV,G,Derek Fisher,29,LAL,1,58,0.017,82,21.6,7.1,1.9,2.3,1.3,0,0.352,0.291,0.797,2.4,0.066,2,1.1,102
2004,ORV,F,Brian Grant,31,MIA,1,58,0.017,76,30.3,8.7,6.9,0.9,0.7,0.5,0.471,0,0.782,4.9,0.101,2.8,-0.2,102
2004,ORV,G,Trenton Hassell,24,MIN,1,58,0.017,81,28,5,3.2,1.6,0.4,0.7,0.465,0.308,0.787,4,0.084,2.3,0.9,103
2004,ORV,F,Richard Jefferson,23,NJN,1,58,0.017,82,38.2,18.5,5.7,3.8,1.1,0.3,0.498,0.364,0.763,11,0.168,4.4,0.4,100
2004,ORV,G,Joe Johnson,22,PHO,1,58,0.017,82,40.6,16.7,4.7,4.4,1.1,0.3,0.43,0.305,0.75,3.3,0.047,1.1,-1.4,109
2004,ORV,F,Shawn Marion,25,PHO,1,58,0.017,79,40.7,19,9.3,2.7,2.1,1.3,0.44,0.34,0.851,9.1,0.135,3.8,0.6,102
2004,ORV,G,Andre Miller,27,DEN,1,58,0.017,82,34.6,14.8,4.5,6.1,1.7,0.3,0.457,0.185,0.832,8.8,0.148,2.6,0.4,104
2004,ORV,C,Greg Ostertag,30,UTA,1,58,0.017,78,27.6,6.8,7.4,1.6,0.4,1.8,0.476,0,0.579,5,0.111,2.7,0.9,101
2004,ORV,G,Mickal Pitrus,21,GSW,1,58,0.017,53,14.1,5.3,2.2,0.5,0.6,0.2,0.416,0.333,0.693,1.5,0.095,0.7,0.4,104
2004,ORV,G,Bob Sura,30,TOT,1,58,0.017,80,20.8,7.5,4.1,2.9,0.8,0.2,0.416,0.266,0.757,4.6,0.133,2,0.5,102
2005,1st,C,Ben Wallace,30,DET,51,60,0.85,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,6.7,2.6,94
2005,1st,G,Bruce Bowen,33,SAS,48,60,0.8,82,32,8.2,3.5,1.5,0.7,0.5,0.42,0.403,0.634,6.1,0.111,4,1.2,102
2005,1st,F,Kevin Garnett,28,MIN,48,60,0.8,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,6,3,99
2005,1st,F,Tim Duncan,28,SAS,39,60,0.65,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,5.7,2.8,93
2005,1st,G,Larry Hughes,26,WAS,22,60,0.367,61,38.7,22,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,3.1,1.9,104
2005,2nd,C,Marcus Camby,30,DEN,21,60,0.35,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,4.5,3.3,96
2005,2nd,F,Tayshaun Prince,24,DET,21,60,0.35,82,37.1,14.7,5.3,3,0.7,0.9,0.487,0.341,0.807,9.4,0.149,4,0.7,104
2005,2nd,G,Chauncey Billups,28,DET,17,60,0.283,80,35.8,16.5,3.4,5.8,1,0.1,0.442,0.426,0.898,12.1,0.202,3.5,0.6,105
2005,2nd,F,Andrei Kirilenko,23,UTA,17,60,0.283,41,32.9,15.6,6.2,3.2,1.6,3.3,0.493,0.299,0.784,5.5,0.197,2,3.7,102
2005,2nd,G,Jason Kidd,31,NJN,16,60,0.267,66,36.9,14.4,7.4,8.3,1.9,0.1,0.398,0.36,0.74,7.2,0.143,4.2,1.4,101
2005,2nd,G,Dwyane Wade,23,MIA,16,60,0.267,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,4.3,0.7,103
2005,ORV,C,Shaquille O'Neal,32,MIA,16,60,0.267,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11,0.211,4.6,1.2,100
2005,ORV,G,Allen Iverson,29,PHI,14,60,0.233,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,3.7,0,105
2005,ORV,G,Kobe Bryant,26,LAL,12,60,0.2,66,40.7,27.6,5.9,6,1.3,0.8,0.433,0.339,0.816,8.1,0.145,1,-0.8,111
2005,ORV,G,Manu Ginbili,27,SAS,9,60,0.15,74,29.6,16,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11,0.24,4.6,2.8,98
2005,ORV,F,Shawn Marion,26,PHO,9,60,0.15,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,5.2,1.3,101
2005,ORV,F,Rasheed Wallace,30,DET,8,60,0.133,79,34,14.5,8.2,1.8,0.8,1.5,0.44,0.318,0.697,7.1,0.127,5.1,1.2,99
2005,ORV,F,Kenyon Martin,27,DEN,6,60,0.1,70,32.5,15.5,7.3,2.4,1.4,1.1,0.49,0,0.646,5.3,0.111,3.6,1,102
2005,ORV,F,Andre Iguodala,21,PHI,5,60,0.083,82,32.8,9,5.7,3,1.7,0.6,0.493,0.331,0.743,6.6,0.118,4,2.1,102
2005,ORV,G,Tony Parker,22,SAS,5,60,0.083,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,4.5,0.6,101
2005,ORV,F,Shane Battier,26,MEM,4,60,0.067,80,31.5,9.9,5.2,1.6,1.1,1,0.442,0.395,0.789,7.8,0.149,3.4,1.3,103
2005,ORV,G,Andre Miller,28,DEN,4,60,0.067,82,34.8,13.6,4.1,6.9,1.5,0.1,0.477,0.154,0.838,7,0.119,2.9,0.1,106
2005,ORV,C,Tyson Chandler,22,CHI,3,60,0.05,80,27.4,8,9.7,0.8,0.9,1.8,0.494,0,0.673,8.3,0.183,5.5,2.7,94
2005,ORV,G,Trenton Hassell,25,MIN,3,60,0.05,82,25.2,6.6,2.7,1.6,0.4,0.4,0.474,0.091,0.789,2.7,0.063,1,-0.4,111
2005,ORV,G,Kirk Hinrich,24,CHI,3,60,0.05,77,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,4.7,1.6,101
2005,ORV,G,Joe Johnson,23,PHO,3,60,0.05,82,39.5,17.1,5.1,3.5,1,0.3,0.461,0.478,0.75,7.6,0.112,1.7,-0.6,110
2005,ORV,G,Earl Watson,25,MEM,3,60,0.05,80,22.6,7.7,2.1,4.5,1,0.2,0.426,0.319,0.659,2.3,0.062,2.2,0.2,104
2005,ORV,F,Udonis Haslem,24,MIA,2,60,0.033,80,33.4,10.9,9.1,1.4,0.8,0.5,0.54,0,0.791,9.2,0.165,4,0.3,102
2005,ORV,F,Josh Howard,24,DAL,2,60,0.033,76,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,3.4,0.8,103
2005,ORV,G,Brevin Knight,29,CHA,2,60,0.033,66,29.5,10.1,2.6,9,2,0.1,0.422,0.15,0.852,4.5,0.11,1.9,1.1,107
2005,ORV,F,Desmond Mason,27,MIL,2,60,0.033,80,36.2,17.2,3.9,2.7,0.7,0.3,0.443,0.125,0.802,4.3,0.071,0.7,-1.5,113
2005,ORV,G,Tracy McGrady,25,HOU,2,60,0.033,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18,5.4,1.5,101
2005,ORV,C,Joel Przybilla,25,POR,2,60,0.033,76,24.4,6.4,7.7,1,0.3,2.1,0.598,,0.517,4.7,0.121,2.7,1.4,103
2005,ORV,G,Gilbert Arenas,23,WAS,1,60,0.017,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,2.3,-0.4,109
2005,ORV,F,P.J. Brown,35,NOH,1,60,0.017,82,34.4,10.8,9,2.2,0.9,0.6,0.446,,0.864,6.9,0.118,2.9,0.1,106
2005,ORV,G,Greg Buckner,28,DEN,1,60,0.017,70,21.7,6.2,3,1.9,1.1,0.1,0.528,0.405,0.778,4.8,0.153,1.8,1.7,105
2005,ORV,G,Vince Carter,28,TOT,1,60,0.017,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,3.5,0.8,104
2005,ORV,C,Jeff Foster,28,IND,1,60,0.017,61,26.1,7,9,0.7,0.8,0.2,0.519,0,0.634,5.4,0.162,2.5,-0.4,102
2005,ORV,C,Brendan Haywood,25,WAS,1,60,0.017,68,27.4,9.4,6.8,0.8,0.8,1.7,0.56,,0.609,5.2,0.134,2,0.3,106
2005,ORV,G,Anthony Johnson,30,IND,1,60,0.017,63,27.7,8.4,2.8,4.8,0.9,0.2,0.445,0.38,0.752,4,0.11,1.8,0.4,106
2005,ORV,G,Eddie Jones,33,MIA,1,60,0.017,80,35.5,12.7,5.1,2.7,1.1,0.5,0.428,0.372,0.806,8,0.135,3.8,1.1,104
2005,ORV,F,Andrs Nocioni,25,CHI,1,60,0.017,81,23.4,8.4,4.8,1.5,0.5,0.4,0.401,0.258,0.766,2.5,0.062,3.3,1.1,100
2005,ORV,C,Emeka Okafor,22,CHA,1,60,0.017,73,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0,0.609,4,0.074,3.1,-1.3,105
2005,ORV,G,Gary Payton,36,BOS,1,60,0.017,77,33,11.3,3.1,6.1,1.1,0.2,0.468,0.326,0.761,5.4,0.102,1.6,-0.7,109
2005,ORV,G,Mickal Pitrus,22,GSW,1,60,0.017,67,20,9.5,2.8,1.2,0.7,0.3,0.427,0.344,0.698,2.1,0.075,1,-0.8,108
2005,ORV,F,Clifford Robinson,38,TOT,1,60,0.017,71,23.8,7.5,2.9,1.5,0.9,0.7,0.386,0.347,0.639,1.7,0.049,1.8,0.9,106
2005,ORV,C,Amar'e Stoudemire,22,PHO,1,60,0.017,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,3.3,0.3,105
2005,ORV,F,Kurt Thomas,32,NYK,1,60,0.017,80,35.7,11.5,10.4,2,0.9,1,0.471,0.5,0.786,5.2,0.087,3.3,0.2,105
2006,1st,G,Bruce Bowen,34,SAS,55,60,0.917,82,33.6,7.5,3.9,1.5,1,0.4,0.433,0.424,0.607,6.2,0.108,4.5,2,101
2006,1st,C,Ben Wallace,31,DET,54,60,0.9,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0,0.416,10.1,0.168,6.9,3.1,95
2006,1st,F,Andrei Kirilenko,24,UTA,44,60,0.733,69,37.7,15.3,8,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145,4.3,3.1,101
2006,1st,F,Metta World Peace,26,TOT,30,60,0.5,56,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,3.2,1.3,103
2006,1st,G,Kobe Bryant,27,LAL,28,60,0.467,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,3.7,0.2,105
2006,1st,G,Jason Kidd,32,NJN,28,60,0.467,80,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163,5.6,2.6,99
2006,2nd,G,Chauncey Billups,29,DET,23,60,0.383,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,2.8,0.1,107
2006,2nd,F,Tim Duncan,29,SAS,23,60,0.383,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,6.9,2.6,94
2006,2nd,F,Kevin Garnett,29,MIN,18,60,0.3,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,5.9,2.2,98
2006,2nd,C,Marcus Camby,31,DEN,15,60,0.25,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,4.5,3.3,95
2006,2nd,G,Tayshaun Prince,25,DET,13,60,0.217,82,35.3,14.1,4.2,2.3,0.8,0.5,0.455,0.35,0.765,7,0.115,3,-0.2,106
2006,ORV,F,Rasheed Wallace,31,DET,12,60,0.2,80,34.8,15.1,6.8,2.3,1,1.6,0.43,0.357,0.743,8.9,0.154,4.9,1.9,100
2006,ORV,F,Shawn Marion,27,PHO,11,60,0.183,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,5.9,1.3,100
2006,ORV,F,Gerald Wallace,23,CHA,11,60,0.183,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,3.4,2.9,100
2006,ORV,G,Raja Bell,29,PHO,9,60,0.15,79,37.5,14.7,3.2,2.6,1,0.3,0.457,0.442,0.788,6.8,0.11,2.1,0.1,109
2006,ORV,G,Dwyane Wade,24,MIA,8,60,0.133,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,4.2,1.8,103
2006,ORV,G,Kirk Hinrich,25,CHI,7,60,0.117,81,36.5,15.9,3.6,6.3,1.2,0.3,0.418,0.37,0.815,7.6,0.124,3.5,0.6,105
2006,ORV,C,Alonzo Mourning,35,MIA,7,60,0.117,65,20,7.8,5.5,0.2,0.2,2.7,0.597,0,0.594,4.8,0.176,2.6,2.5,98
2006,ORV,F,Shane Battier,27,MEM,6,60,0.1,81,35,10.1,5.3,1.7,1.1,1.4,0.488,0.394,0.707,9.1,0.153,4.5,1.8,102
2006,ORV,G,Gilbert Arenas,24,WAS,4,60,0.067,80,42.3,29.3,3.5,6.1,2,0.3,0.447,0.369,0.82,13.6,0.193,2.6,0,108
2006,ORV,F,Andre Iguodala,22,PHI,4,60,0.067,82,37.6,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,7.5,0.116,2.6,0.4,108
2006,ORV,F,P.J. Brown,36,NOK,3,60,0.05,75,31.7,9,7.3,1.2,0.6,0.7,0.461,,0.827,4.4,0.088,2.3,-0.2,107
2006,ORV,G,Manu Ginbili,28,SAS,3,60,0.05,65,27.9,15.1,3.5,3.6,1.6,0.4,0.462,0.382,0.778,8.8,0.234,3.7,3,98
2006,ORV,C,Dwight Howard,20,ORL,3,60,0.05,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0,0.595,8.6,0.137,4.4,-0.1,103
2006,ORV,F,Josh Howard,25,DAL,3,60,0.05,59,32.5,15.6,6.3,1.9,1.2,0.4,0.471,0.429,0.734,6.7,0.168,2.3,0,105
2006,ORV,F,LeBron James,21,CLE,3,60,0.05,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,4.3,1.6,104
2006,ORV,G,Brevin Knight,30,CHA,3,60,0.05,69,34.1,12.6,3.2,8.8,2.3,0.1,0.399,0.231,0.803,4.9,0.101,2.5,1,106
2006,ORV,C,Shaquille O'Neal,33,MIA,3,60,0.05,59,30.6,20,9.2,1.9,0.4,1.8,0.6,,0.469,6.2,0.164,2.9,0.3,102
2006,ORV,G,Tony Parker,23,SAS,3,60,0.05,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,4.1,0.4,102
2006,ORV,G,Quinton Ross,24,LAC,3,60,0.05,67,22.6,4.7,2.5,1.2,0.8,0.2,0.422,0,0.76,1.6,0.05,1.7,1.5,105
2006,ORV,F,Elton Brand,26,LAC,2,60,0.033,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,5.5,1.6,100
2006,ORV,G,Allen Iverson,30,PHI,2,60,0.033,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,1.8,-1,110
2006,ORV,G,Eddie Jones,34,MEM,2,60,0.033,75,32.5,11.8,3.7,2.4,1.7,0.4,0.404,0.356,0.781,7.2,0.141,4.2,2.3,100
2006,ORV,C,Jason Collins,27,NJN,1,60,0.017,71,26.7,3.6,4.8,1,0.6,0.6,0.397,0.25,0.512,2,0.051,2.9,1.5,102
2006,ORV,F,Boris Diaw,23,PHO,1,60,0.017,81,35.5,13.3,6.9,6.2,0.7,1,0.526,0.267,0.731,8.9,0.149,3,1.4,106
2006,ORV,F,Pau Gasol,25,MEM,1,60,0.017,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12,0.184,5.4,1.7,100
2006,ORV,G,Trenton Hassell,26,MIN,1,60,0.017,77,32.6,9.2,2.8,2.6,0.6,0.4,0.464,0.304,0.744,2.3,0.044,1.6,-0.6,109
2006,ORV,G,Mike James,30,TOR,1,60,0.017,79,37,20.3,3.3,5.8,0.9,0,0.469,0.442,0.837,7.6,0.125,-0.1,-2.2,115
2006,ORV,F,Richard Jefferson,25,NJN,1,60,0.017,78,39.2,19.5,6.8,3.8,0.8,0.2,0.493,0.319,0.812,11.7,0.184,4.1,0.5,104
2006,ORV,C,Yao Ming,25,HOU,1,60,0.017,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0,0.853,8.6,0.211,3.5,0.9,100
2006,ORV,F,Ruben Patterson,30,TOT,1,60,0.017,71,25.2,12.1,3.4,1.8,1.1,0.3,0.515,0.077,0.601,2.1,0.055,1,-0.8,110
2006,ORV,G,Chris Paul,20,NOK,1,60,0.017,78,36,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,3.6,2.2,104
2006,ORV,G,Jason Terry,28,DAL,1,60,0.017,80,35,17.1,2,3.8,1.3,0.3,0.47,0.411,0.8,9.6,0.165,2.3,-0.2,108
2007,1st,F,Bruce Bowen,35,SAS,42,60,0.7,82,30,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,4.1,0.079,3.6,1.4,103
2007,1st,F,Tim Duncan,30,SAS,36,60,0.6,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,6.8,3.2,94
2007,1st,C,Marcus Camby,32,DEN,34,60,0.567,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0,0.729,7.6,0.155,5.1,3.9,97
2007,1st,G,Kobe Bryant,28,LAL,32,60,0.533,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,2.2,-0.5,109
2007,1st,G,Raja Bell,30,PHO,25,60,0.417,78,37.4,14.7,3.2,2.5,0.6,0.3,0.432,0.413,0.776,5.8,0.095,1.6,-0.6,110
2007,2nd,C,Ben Wallace,32,CHI,33,60,0.55,77,35,6.4,10.7,2.4,1.4,2,0.453,0.2,0.408,8.2,0.146,6.6,3.3,95
2007,2nd,G,Jason Kidd,33,NJN,23,60,0.383,80,36.7,13,8.2,9.2,1.6,0.3,0.406,0.343,0.778,9.3,0.152,4.1,1.5,103
2007,2nd,F,Tayshaun Prince,26,DET,21,60,0.35,82,36.6,14.3,5.2,2.8,0.6,0.7,0.46,0.386,0.768,8,0.128,2.9,-0.4,107
2007,2nd,F,Kevin Garnett,30,MIN,20,60,0.333,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,4.9,1.7,101
2007,2nd,G,Kirk Hinrich,26,CHI,18,60,0.3,80,35.5,16.6,3.4,6.3,1.3,0.3,0.448,0.415,0.835,10.1,0.171,4.6,1.1,102
2007,ORV,F,Shane Battier,28,HOU,17,60,0.283,82,36.4,10.1,4.1,2.1,1,0.7,0.446,0.421,0.779,9,0.144,4.6,2,102
2007,ORV,F,Shawn Marion,28,PHO,15,60,0.25,80,37.6,17.5,9.8,1.7,2,1.5,0.524,0.317,0.81,12,0.191,5.3,1.9,100
2007,ORV,G,Chauncey Billups,30,DET,13,60,0.217,70,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,2.7,0.5,106
2007,ORV,F,Metta World Peace,27,SAC,12,60,0.2,70,37.7,18.8,6.5,3.4,2.1,0.6,0.44,0.358,0.74,6.7,0.122,3.1,0.9,105
2007,ORV,F,Gerald Wallace,24,CHA,11,60,0.183,72,36.7,18.1,7.2,2.6,2,1,0.502,0.325,0.691,7.7,0.141,3.5,1.5,104
2007,ORV,C,Alonzo Mourning,36,MIA,9,60,0.15,77,20.4,8.6,4.5,0.2,0.2,2.3,0.56,,0.601,3.5,0.107,2.5,1.2,102
2007,ORV,C,Tyson Chandler,24,NOK,8,60,0.133,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0,0.527,7.9,0.15,3.8,0.7,103
2007,ORV,G,Devin Harris,23,DAL,8,60,0.133,80,26,10.2,2.5,3.7,1.2,0.3,0.492,0.28,0.824,6.5,0.151,2.9,1.6,104
2007,ORV,F,Josh Howard,26,DAL,7,60,0.117,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,3.8,0.4,102
2007,ORV,C,Emeka Okafor,24,CHA,6,60,0.1,67,34.8,14.4,11.3,1.2,0.9,2.6,0.532,,0.593,7.1,0.147,3.6,0.9,102
