Year,Selection,Pos,Player,Age,Tm,Pts_Won,Pts_Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FGPct,3PPct,FTPct,WS,WS/48,DWS,DBPM,DRtg
2007,ORV,F,Luol Deng,21,CHI,5,60,0.083,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,5.6,1.3,100
2007,ORV,C,Dwight Howard,21,ORL,5,60,0.083,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,5.8,1.1,99
2007,ORV,F,Andrei Kirilenko,25,UTA,5,60,0.083,70,29.3,8.3,4.7,2.9,1.1,2.1,0.471,0.213,0.728,4.4,0.104,2.9,3.1,103
2007,ORV,F,Rasheed Wallace,32,DET,5,60,0.083,75,32.3,12.3,7.2,1.7,1,1.6,0.423,0.351,0.788,6.2,0.123,4.4,1.6,100
2007,ORV,G,Manu Ginbili,29,SAS,4,60,0.067,75,27.5,16.5,4.4,3.5,1.5,0.4,0.464,0.396,0.86,10.6,0.246,4.3,2.5,98
2007,ORV,F,Josh Smith,21,ATL,4,60,0.067,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,4,1.7,102
2007,ORV,G,Richard Hamilton,28,DET,3,60,0.05,75,36.8,19.8,3.8,3.8,0.8,0.2,0.468,0.341,0.861,8.1,0.141,2.4,-0.5,108
2007,ORV,G,Andre Iguodala,23,PHI,3,60,0.05,76,40.3,18.2,5.7,5.7,2,0.4,0.447,0.31,0.82,7.7,0.12,3.6,1.1,105
2007,ORV,C,Jermaine O'Neal,28,IND,3,60,0.05,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0,0.767,4.7,0.091,4.1,1.2,101
2007,ORV,G,Deron Williams,22,UTA,3,60,0.05,80,36.9,16.2,3.3,9.3,1,0.2,0.456,0.322,0.767,7.2,0.117,1.9,-1.3,110
2007,ORV,F,Elton Brand,27,LAC,2,60,0.033,80,38.5,20.5,9.3,2.9,1,2.2,0.533,1,0.761,11.5,0.18,4.3,0.8,103
2007,ORV,F,Caron Butler,26,WAS,2,60,0.033,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,1.9,-0.2,109
2007,ORV,G,Trenton Hassell,27,MIN,2,60,0.033,76,29.3,6.7,3.2,2.7,0.3,0.3,0.49,0.24,0.783,2.6,0.056,0.8,-0.5,112
2007,ORV,G,Tony Parker,24,SAS,2,60,0.033,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,3.9,0.4,102
2007,ORV,G,Dwyane Wade,25,MIA,2,60,0.033,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,2.9,1.8,103
2007,ORV,G,Gilbert Arenas,25,WAS,1,60,0.017,74,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177,1.5,-0.8,111
2007,ORV,F,Chris Bosh,22,TOR,1,60,0.017,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,3.5,-0.1,104
2007,ORV,G,Chris Duhon,24,CHI,1,60,0.017,78,24.4,7.2,2.2,4,0.9,0.1,0.408,0.359,0.752,4.8,0.121,3,1.3,102
2007,ORV,C,Francisco Elson,30,SAS,1,60,0.017,70,19,5,4.8,0.8,0.4,0.8,0.511,0,0.775,3.1,0.111,2.9,2.1,97
2007,ORV,F,Udonis Haslem,26,MIA,1,60,0.017,79,31.4,10.7,8.3,1.2,0.6,0.3,0.492,0,0.68,5.1,0.099,3.1,-0.8,105
2007,ORV,G,Allen Iverson,31,TOT,1,60,0.017,65,42.5,26.3,3,7.2,1.9,0.2,0.442,0.315,0.795,6.2,0.108,2.2,-0.8,108
2007,ORV,F,Richard Jefferson,26,NJN,1,60,0.017,55,35.6,16.3,4.4,2.7,0.6,0.1,0.456,0.359,0.733,3.4,0.082,1.4,-1.1,109
2007,ORV,G,Andre Miller,30,TOT,1,60,0.017,80,37.1,13.4,4.4,7.8,1.4,0.1,0.466,0.143,0.784,5.9,0.095,2.4,-0.3,108
2007,ORV,G,Chris Paul,21,NOK,1,60,0.017,64,36.8,17.3,4.4,8.9,1.8,0,0.437,0.35,0.818,8.8,0.179,2.6,1.4,106
2007,ORV,C,Joel Przybilla,27,POR,1,60,0.017,43,16.3,2,3.9,0.3,0.2,1.6,0.474,,0.37,0.3,0.02,0.8,1.9,106
2008,1st,G,Kobe Bryant,29,LAL,52,60,0.867,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,4.3,0.6,105
2008,1st,F,Kevin Garnett,31,BOS,52,60,0.867,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265,6.2,3.5,94
2008,1st,C,Marcus Camby,33,DEN,37,60,0.617,79,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,5.9,3.3,98
2008,1st,G,Bruce Bowen,36,SAS,36,60,0.6,81,30.2,6,2.9,1.1,0.7,0.3,0.407,0.419,0.652,4.4,0.085,3.4,1.5,105
2008,1st,F,Tim Duncan,31,SAS,33,60,0.55,78,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201,6.2,2.2,97
2008,2nd,F,Shane Battier,29,HOU,29,60,0.483,80,36.3,9.3,5.1,1.9,1,1.1,0.428,0.377,0.743,8.2,0.135,4.6,1.9,103
2008,2nd,G,Chris Paul,22,NOH,26,60,0.433,80,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,4.6,3.2,103
2008,2nd,C,Dwight Howard,22,ORL,25,60,0.417,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2,6.4,1.2,99
2008,2nd,F,Tayshaun Prince,27,DET,20,60,0.333,82,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,3.2,-0.1,106
2008,2nd,G,Raja Bell,31,PHO,18,60,0.3,75,35.3,11.9,3.7,2.2,0.7,0.4,0.421,0.401,0.868,4.5,0.082,1.5,-0.5,111
2008,ORV,G,Chauncey Billups,31,DET,14,60,0.233,78,32.3,17,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,3.4,1.2,105
2008,ORV,G,Jason Kidd,34,TOT,13,60,0.217,80,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,0.097,3.8,1.3,105
2008,ORV,F,Rasheed Wallace,33,DET,13,60,0.217,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,5.1,2.6,98
2008,ORV,G,Rajon Rondo,21,BOS,11,60,0.183,77,29.9,10.6,4.2,5.1,1.7,0.2,0.492,0.263,0.611,7.2,0.15,4.9,2.6,98
2008,ORV,C,Tyson Chandler,25,NOH,8,60,0.133,79,35.2,11.8,11.7,1,0.6,1.1,0.623,0,0.593,10,0.172,4.1,-0.2,104
2008,ORV,F,Josh Smith,22,ATL,8,60,0.133,81,35.5,17.2,8.2,3.4,1.5,2.8,0.457,0.253,0.71,5.8,0.097,4.6,2.5,103
2008,ORV,G,Deron Williams,23,UTA,8,60,0.133,82,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,2.3,-1.1,110
2008,ORV,F,Metta World Peace,28,SAC,8,60,0.133,57,38.1,20.5,5.8,3.5,2.3,0.7,0.453,0.38,0.719,4.7,0.103,2.2,0.7,108
2008,ORV,F,Andrei Kirilenko,26,UTA,6,60,0.1,72,30.8,11,4.7,4,1.2,1.5,0.506,0.379,0.77,7.1,0.154,2.8,2,105
2008,ORV,G,Derek Fisher,33,LAL,4,60,0.067,82,27.4,11.7,2.1,2.9,1,0,0.436,0.406,0.883,5.7,0.121,2,0,109
2008,ORV,G,Manu Ginbili,30,SAS,4,60,0.067,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,4.5,2.7,100
2008,ORV,F,LeBron James,23,CLE,4,60,0.067,75,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,4.6,2.6,104
2008,ORV,C,Samuel Dalembert,26,PHI,3,60,0.05,82,33.2,10.5,10.4,0.5,0.5,2.3,0.513,0,0.707,6.9,0.121,4.3,0.5,103
2008,ORV,G,Kirk Hinrich,27,CHI,3,60,0.05,75,31.7,11.5,3.3,6,1.2,0.3,0.414,0.35,0.831,3.6,0.072,2.1,0.2,109
2008,ORV,F,Andre Iguodala,24,PHI,2,60,0.033,82,39.5,19.9,5.4,4.8,2.1,0.6,0.456,0.329,0.721,9.6,0.143,4.4,1.5,105
2008,ORV,F,Paul Pierce,30,BOS,2,60,0.033,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,5.7,1.4,100
2008,ORV,G,Brandon Roy,23,POR,2,60,0.033,74,37.7,19.1,4.7,5.8,1.1,0.2,0.454,0.34,0.753,8,0.138,2.1,0.1,110
2008,ORV,F,Chris Bosh,23,TOR,1,60,0.017,67,36.2,22.3,8.7,2.6,0.9,1,0.494,0.4,0.844,10.1,0.2,3.1,0.4,105
2008,ORV,G,Ronnie Brewer,22,UTA,1,60,0.017,76,27.5,12,2.9,1.8,1.7,0.3,0.558,0.22,0.759,7.8,0.178,2.4,1.6,106
2008,ORV,F,Caron Butler,27,WAS,1,60,0.017,58,39.9,20.3,6.7,4.9,2.2,0.3,0.466,0.357,0.901,7.2,0.15,2.4,1.1,107
2008,ORV,G,Baron Davis,28,GSW,1,60,0.017,82,39,21.8,4.7,7.6,2.3,0.5,0.426,0.33,0.75,8.7,0.131,2.8,0.3,109
2008,ORV,G,Richard Hamilton,29,DET,1,60,0.017,72,33.7,17.3,3.3,4.2,1,0.1,0.484,0.44,0.833,7.7,0.152,2.9,0.1,106
2008,ORV,F,Josh Howard,27,DAL,1,60,0.017,76,36.3,19.9,7,2.2,0.8,0.4,0.455,0.319,0.813,8,0.14,3.2,-0.6,106
2008,ORV,G,Andre Miller,31,PHI,1,60,0.017,82,36.8,17,4,6.9,1.3,0.1,0.492,0.088,0.772,8.3,0.131,2.6,-0.3,109
2008,ORV,C,Dikembe Mutombo,41,HOU,1,60,0.017,39,15.9,3,5.1,0.1,0.3,1.2,0.538,,0.711,2.3,0.178,1.4,2.5,97
2008,ORV,F,Andrs Nocioni,28,CHI,1,60,0.017,82,24.6,13.2,4.2,1.2,0.3,0.5,0.432,0.364,0.807,3.3,0.077,1.8,-0.7,109
2009,1st,C,Dwight Howard,23,ORL,55,60,0.917,79,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234,7.6,2.4,95
2009,1st,G,Kobe Bryant,30,LAL,53,60,0.883,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,4,0.3,106
2009,1st,F,LeBron James,24,CLE,47,60,0.783,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,6.5,3.7,99
2009,1st,G,Chris Paul,23,NOH,36,60,0.6,78,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292,5,3.8,103
2009,1st,F,Kevin Garnett,32,BOS,35,60,0.583,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193,4.1,3,98
2009,2nd,C,Tim Duncan,32,SAS,30,60,0.5,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191,5,2,100
2009,2nd,G,Dwyane Wade,27,MIA,26,60,0.433,79,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,4.4,2.4,105
2009,2nd,G,Rajon Rondo,22,BOS,23,60,0.383,80,33,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179,5.1,2.1,101
2009,2nd,F,Shane Battier,30,HOU,22,60,0.367,60,33.9,7.3,4.8,2.3,0.8,0.9,0.41,0.384,0.821,5.2,0.123,2.9,1.9,105
2009,2nd,F,Metta World Peace,29,HOU,22,60,0.367,69,35.5,17.1,5.2,3.3,1.5,0.3,0.401,0.399,0.748,5.5,0.108,4,1.2,103
2009,ORV,F,Tayshaun Prince,28,DET,15,60,0.25,82,37.3,14.2,5.8,3.1,0.5,0.6,0.45,0.397,0.778,6.2,0.098,2.5,-0.2,110
2009,ORV,G,Raja Bell,32,TOT,8,60,0.133,67,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,1.6,-0.4,111
2009,ORV,C,Joel Przybilla,29,POR,7,60,0.117,82,23.8,5.5,8.7,0.3,0.4,1.2,0.625,0,0.663,6.6,0.163,3.4,1.2,102
2009,ORV,G,Chauncey Billups,32,TOT,5,60,0.083,79,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,2.2,-0.5,110
2009,ORV,G,Ronnie Brewer,23,UTA,5,60,0.083,81,32.2,13.7,3.7,2.2,1.7,0.4,0.508,0.259,0.702,6.8,0.126,2.9,1,108
2009,ORV,F,Andre Iguodala,25,PHI,5,60,0.083,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134,3.5,0.6,108
2009,ORV,C,Yao Ming,28,HOU,5,60,0.083,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196,5,1.6,101
2009,ORV,C,Emeka Okafor,26,CHA,5,60,0.083,82,32.8,13.2,10.1,0.6,0.6,1.7,0.561,,0.593,8.2,0.147,4.6,0.3,103
2009,ORV,G,Deron Williams,24,UTA,5,60,0.083,68,36.8,19.4,2.9,10.7,1.1,0.3,0.471,0.31,0.849,8.4,0.16,1.9,-0.9,111
2009,ORV,C,Kendrick Perkins,24,BOS,4,60,0.067,76,29.6,8.5,8.1,1.3,0.3,2,0.577,0,0.6,5.6,0.119,4.5,1.9,100
2009,ORV,C,Samuel Dalembert,27,PHI,3,60,0.05,82,24.8,6.4,8.5,0.2,0.4,1.8,0.498,0,0.734,4,0.095,3.5,0.8,103
2009,ORV,G,Derek Fisher,34,LAL,3,60,0.05,82,29.8,9.9,2.3,3.2,1.2,0.1,0.424,0.397,0.846,6.3,0.123,2.7,0.7,108
2009,ORV,F,Udonis Haslem,28,MIA,3,60,0.05,75,34.1,10.6,8.2,1.1,0.6,0.3,0.518,,0.753,5.7,0.106,2.6,-0.9,108
2009,ORV,G,Jason Kidd,35,DAL,3,60,0.05,81,35.6,9,6.2,8.7,2,0.5,0.416,0.406,0.819,8.5,0.141,3.9,1.9,106
2009,ORV,F,Anderson Varejo,26,CLE,3,60,0.05,81,28.5,8.6,7.2,1,0.9,0.8,0.536,0,0.616,8,0.166,4.7,1.6,100
2009,ORV,F,Trevor Ariza,23,LAL,2,60,0.033,82,24.4,8.9,4.3,1.8,1.7,0.3,0.46,0.319,0.71,6.1,0.146,3.5,2.2,102
2009,ORV,G,Kirk Hinrich,28,CHI,2,60,0.033,51,26.3,9.9,2.4,3.9,1.3,0.4,0.437,0.408,0.791,2.6,0.092,1.3,0.9,109
2009,ORV,G,Joe Johnson,27,ATL,2,60,0.033,79,39.5,21.4,4.4,5.8,1.1,0.2,0.437,0.36,0.826,7.6,0.116,2.5,-0.9,110
2009,ORV,F,Andrei Kirilenko,27,UTA,2,60,0.033,67,27.3,11.6,4.8,2.6,1.2,1.1,0.449,0.274,0.785,4.6,0.122,2.6,1.7,105
2009,ORV,F,David Lee,25,NYK,2,60,0.033,81,34.9,16,11.7,2.1,1,0.3,0.549,0,0.755,9,0.154,3.1,-0.2,108
2009,ORV,F,James Posey,32,NOH,2,60,0.033,75,28.5,8.9,4.8,1.1,0.8,0.3,0.412,0.369,0.822,4.2,0.095,2.6,0.4,107
2009,ORV,G,J.R. Smith,23,DEN,2,60,0.033,81,27.7,15.2,3.7,2.8,1,0.2,0.446,0.397,0.754,5.8,0.124,2.2,-0.3,109
2009,ORV,F,Gerald Wallace,26,CHA,2,60,0.033,71,37.6,16.6,7.8,2.7,1.7,0.9,0.48,0.298,0.804,9.5,0.172,4.6,2.3,102
2009,ORV,C,Chris Andersen,30,DEN,1,60,0.017,71,20.6,6.4,6.2,0.4,0.6,2.5,0.548,0.2,0.718,5.4,0.176,2.8,2.4,101
2009,ORV,C,Pau Gasol,28,LAL,1,60,0.017,81,37,18.9,9.6,3.5,0.6,1,0.567,0.5,0.781,13.9,0.223,4.2,0.5,105
2009,ORV,C,Nen,26,DEN,1,60,0.017,77,32.6,14.6,7.8,1.4,1.2,1.3,0.604,0.2,0.723,9.3,0.177,3.7,1.1,105
2009,ORV,F,Antonio McDyess,34,DET,1,60,0.017,62,30.1,9.6,9.8,1.3,0.7,0.8,0.51,,0.698,5.6,0.144,2.8,0.4,104
2009,ORV,G,Andre Miller,32,PHI,1,60,0.017,82,36.3,16.3,4.5,6.5,1.3,0.2,0.473,0.283,0.826,8.8,0.141,2.5,0,110
2009,ORV,F,Travis Outlaw,24,POR,1,60,0.017,81,27.7,12.8,4.1,1,0.6,0.7,0.453,0.377,0.723,5.3,0.113,2.3,-0.4,109
2009,ORV,G,Brandon Roy,24,POR,1,60,0.017,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,2.6,0.1,109
2009,ORV,F,Rasheed Wallace,34,DET,1,60,0.017,66,32.2,12,7.4,1.4,0.9,1.3,0.419,0.354,0.772,5.1,0.114,3.4,1.6,103
2010,1st,C,Dwight Howard,24,ORL,57,60,0.95,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223,7.1,2.8,95
2010,1st,G,Rajon Rondo,23,BOS,50,60,0.833,81,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,0.156,4.7,1.4,103
2010,1st,F,LeBron James,25,CLE,45,60,0.75,76,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299,5.2,2.8,102
2010,1st,G,Kobe Bryant,31,LAL,34,60,0.567,73,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16,4,0.2,104
2010,1st,F,Gerald Wallace,27,CHA,30,60,0.5,76,41,18.2,10,2.1,1.5,1.1,0.484,0.371,0.776,11.5,0.177,6.2,1.7,100
2010,2nd,C,Tim Duncan,33,SAS,21,60,0.35,78,31.3,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,10.9,0.215,4.5,1.8,101
2010,2nd,F,Josh Smith,24,ATL,20,60,0.333,81,35.4,15.7,8.7,4.2,1.6,2.1,0.505,0,0.618,9.3,0.155,5.1,2.7,101
2010,2nd,G,Dwyane Wade,28,MIA,20,60,0.333,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224,4.6,2.1,103
2010,2nd,F,Anderson Varejo,27,CLE,15,60,0.25,76,28.5,8.6,7.6,1.1,0.9,0.9,0.572,0.2,0.663,8.1,0.179,3.8,1.2,102
2010,2nd,G,Thabo Sefolosha,25,OKC,14,60,0.233,82,28.6,6,4.7,1.8,1.2,0.6,0.44,0.313,0.674,4,0.082,3.4,2,104
2010,ORV,C,Marcus Camby,35,TOT,12,60,0.2,74,31.3,7.5,11.8,2.5,1.3,2,0.475,0.286,0.639,6.8,0.142,4.3,2.6,101
2010,ORV,G,Jason Kidd,36,DAL,12,60,0.2,80,36,10.3,5.6,9.1,1.8,0.4,0.423,0.425,0.808,8.9,0.148,4,1.7,105
2010,ORV,F,Metta World Peace,30,LAL,11,60,0.183,77,33.8,11,4.3,3,1.4,0.3,0.414,0.355,0.688,5.3,0.098,3.5,1.1,105
2010,ORV,G,Deron Williams,25,UTA,10,60,0.167,76,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,3,-0.4,107
2010,ORV,G,Kirk Hinrich,29,CHI,9,60,0.15,74,33.5,10.9,3.5,4.5,1.1,0.3,0.409,0.371,0.752,4,0.077,2.8,1,107
2010,ORV,C,Andrew Bogut,25,MIL,8,60,0.133,69,32.3,15.9,10.2,1.8,0.6,2.5,0.52,0,0.629,7.5,0.161,4.8,2.2,98
2010,ORV,F,Luc Mbah a Moute,23,MIL,8,60,0.133,73,25.6,6.2,5.5,1.1,0.8,0.5,0.48,0.353,0.699,4.7,0.122,3,1.5,103
2010,ORV,G,Arron Afflalo,24,DEN,6,60,0.1,82,27.1,8.8,3.1,1.7,0.6,0.4,0.465,0.434,0.735,4.3,0.092,1.4,-0.2,111
2010,ORV,F,Kevin Garnett,33,BOS,5,60,0.083,69,29.9,14.3,7.3,2.7,1,0.8,0.521,0.2,0.837,7.3,0.171,3.8,1.9,101
2010,ORV,F,Kenyon Martin,32,DEN,5,60,0.083,58,34.2,11.5,9.4,1.9,1.2,1.1,0.456,0.276,0.557,3.3,0.079,2.8,0.5,104
2010,ORV,F,Shane Battier,31,HOU,4,60,0.067,67,32.4,8,4.7,2.4,0.8,1.1,0.398,0.362,0.726,4.3,0.095,2.1,1.4,108
2010,ORV,F,Grant Hill,37,PHO,4,60,0.067,81,30,11.3,5.5,2.4,0.7,0.4,0.478,0.438,0.817,5.5,0.109,1.8,0.3,110
2010,ORV,C,Joakim Noah,24,CHI,4,60,0.067,64,30.1,10.7,11,2.1,0.5,1.6,0.504,,0.744,6.2,0.154,3.5,1.5,101
2010,ORV,C,Kendrick Perkins,25,BOS,4,60,0.067,78,27.6,10.1,7.6,1,0.3,1.7,0.602,0,0.582,5.2,0.117,3.8,1,101
2010,ORV,F,Trevor Ariza,24,HOU,3,60,0.05,72,36.5,14.9,5.6,3.8,1.8,0.6,0.394,0.334,0.649,3.2,0.058,3.1,0.9,106
2010,ORV,F,Andrei Kirilenko,28,UTA,3,60,0.05,58,29,11.9,4.6,2.7,1.4,1.2,0.506,0.292,0.744,6,0.171,2.7,2.4,103
2010,ORV,G,Russell Westbrook,21,OKC,3,60,0.05,82,34.3,16.1,4.9,8,1.3,0.4,0.418,0.221,0.78,6.1,0.105,3.4,-0.5,106
2010,ORV,F,Nicolas Batum,21,POR,2,60,0.033,37,24.8,10.1,3.8,1.2,0.6,0.7,0.519,0.409,0.843,3.5,0.181,1.1,1.1,107
2010,ORV,G,Manu Ginbili,32,SAS,2,60,0.033,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,3.2,1.6,104
2010,ORV,G,George Hill,23,SAS,2,60,0.033,78,29.2,12.4,2.6,2.9,0.9,0.3,0.478,0.399,0.772,6.7,0.142,2.6,0.9,106
2010,ORV,F,Andre Iguodala,26,PHI,2,60,0.033,82,38.9,17.1,6.5,5.8,1.7,0.7,0.443,0.31,0.733,6.7,0.101,2.8,0.4,109
2010,ORV,G,Joe Johnson,28,ATL,2,60,0.033,76,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14,2.4,-0.7,109
2010,ORV,C,Jermaine O'Neal,31,MIA,2,60,0.033,70,28.4,13.6,6.9,1.3,0.4,1.4,0.529,0,0.72,5.6,0.135,3.2,0.4,103
2010,ORV,F,Lamar Odom,30,LAL,2,60,0.033,82,31.5,10.8,9.8,3.3,0.9,0.7,0.463,0.319,0.693,7.7,0.143,4.9,1.8,100
2010,ORV,F,Luis Scola,29,HOU,2,60,0.033,82,32.6,16.2,8.6,2.1,0.8,0.3,0.514,0.2,0.779,6.3,0.114,3,-0.3,107
2010,ORV,G,Chauncey Billups,33,DEN,1,60,0.017,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,1.7,-0.8,110
2010,ORV,F,Caron Butler,29,TOT,1,60,0.017,74,37.6,16.3,6.2,2.1,1.6,0.3,0.428,0.29,0.838,3.5,0.061,2.9,0,108
2010,ORV,F,Jared Dudley,24,PHO,1,60,0.017,82,24.3,8.2,3.4,1.4,1,0.2,0.459,0.458,0.754,5.3,0.129,1.3,0.7,111
2010,ORV,F,Kevin Durant,21,OKC,1,60,0.017,82,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238,5,0.8,104
2010,ORV,G,Raymond Felton,25,CHA,1,60,0.017,80,33,12.1,3.6,5.6,1.5,0.3,0.459,0.385,0.763,6.5,0.118,4,1.5,103
2010,ORV,C,Marc Gasol,25,MEM,1,60,0.017,69,35.8,14.6,9.3,2.4,1,1.6,0.581,0,0.67,8.4,0.164,2.5,1.1,108
2010,ORV,C,Pau Gasol,29,LAL,1,60,0.017,65,37,18.3,11.3,3.4,0.6,1.7,0.536,0,0.79,11,0.22,4.2,1.3,102
2010,ORV,C,Chuck Hayes,26,HOU,1,60,0.017,82,21.6,4.4,5.7,1.7,0.9,0.5,0.489,,0.545,3.6,0.098,2.4,2,105
2010,ORV,C,Brendan Haywood,30,TOT,1,60,0.017,77,30.6,9.1,9.3,0.6,0.3,2.1,0.562,0,0.62,6.7,0.137,3,0.2,106
2010,ORV,C,Nen,27,DEN,1,60,0.017,82,33.6,13.8,7.6,2.5,1.4,1,0.587,0,0.704,10.8,0.188,3.7,1.6,105
2010,ORV,C,Al Horford,23,ATL,1,60,0.017,81,35.1,14.2,9.9,2.3,0.7,1.1,0.551,1,0.789,10.9,0.183,3.9,0.5,105
2010,ORV,F,Serge Ibaka,20,OKC,1,60,0.017,73,18.1,6.3,5.4,0.1,0.3,1.3,0.543,0.5,0.63,3.7,0.134,2.4,0.9,101
2010,ORV,F,Ersan lyasova,22,MIL,1,60,0.017,81,23.4,10.4,6.4,1,0.7,0.3,0.443,0.336,0.715,5.8,0.146,3.3,0.3,102
2010,ORV,G,Stephen Jackson,31,TOT,1,60,0.017,81,38.6,20.6,5,3.7,1.6,0.5,0.423,0.328,0.779,5,0.077,4.6,0.1,104
2010,ORV,G,Chris Paul,24,NOH,1,60,0.017,45,38,18.7,4.2,10.7,2.1,0.2,0.493,0.409,0.847,7.3,0.204,1.5,1.6,109
2010,ORV,F,Tayshaun Prince,29,DET,1,60,0.017,49,34,13.5,5.1,3.3,0.7,0.4,0.486,0.37,0.714,3.2,0.091,0.6,-1,113
2010,ORV,G,Earl Watson,30,IND,1,60,0.017,79,29.4,7.8,3,5.1,1.3,0.2,0.426,0.288,0.71,2.6,0.055,2.3,0.3,108
2011,1st,C,Dwight Howard,25,ORL,56,60,0.933,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235,7.7,2.4,94
2011,1st,G,Rajon Rondo,24,BOS,39,60,0.65,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,4.8,1.4,100
2011,1st,F,LeBron James,26,MIA,38,60,0.633,79,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244,5.3,1.8,102
2011,1st,G,Kobe Bryant,32,LAL,33,60,0.55,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,3.5,-0.2,105
2011,1st,F,Kevin Garnett,34,BOS,33,60,0.55,71,31.3,14.9,8.9,2.4,1.3,0.8,0.528,0.2,0.862,9,0.194,5.6,2.9,95
2011,2nd,G,Tony Allen,29,MEM,23,60,0.383,72,20.8,8.9,2.7,1.4,1.8,0.6,0.51,0.174,0.753,4.7,0.152,2.7,3.5,101
2011,2nd,G,Chris Paul,25,NOH,18,60,0.3,80,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,4.4,2.8,103
2011,2nd,C,Tyson Chandler,28,DAL,17,60,0.283,74,27.8,10.1,9.4,0.4,0.5,1.1,0.654,,0.732,9.4,0.218,3.5,1,102
