Year,Round,Winner,Loser,Winner_Seed,Loser_Seed,Team_1_Win%,Team_1_ORtg,Team_1_DRtg,Team_1_NRtg,Team_2_Win%,Team_2_ORtg,Team_2_DRtg,Team_2_NRtg,Team_1_Conf,Team_2_Conf
2003,Eastern Conf First Round,Philadelphia 76ers,New Orleans Hornets,4,5,0.585,105.78,103.26,2.52,0.573,104.61,102.28,2.33,E,E
2003,Western Conf First Round,Dallas Mavericks,Portland Trail Blazers,3,6,0.732,111.43,102.89,8.54,0.61,106.41,103.58,2.83,W,W
2003,Western Conf First Round,Los Angeles Lakers,Minnesota Timberwolves,5,4,0.61,107.96,105.55,2.41,0.622,106.81,104.5,2.31,W,W
2003,Western Conf First Round,Sacramento Kings,Utah Jazz,2,7,0.72,106.45,99.5,6.95,0.573,106.46,103.59,2.87,W,W
2003,Western Conf First Round,San Antonio Spurs,Phoenix Suns,1,8,0.732,106.25,100.29,5.96,0.537,104.48,103.21,1.27,W,W
2003,Eastern Conf Semifinals,Detroit Pistons,Philadelphia 76ers,1,4,0.61,104.84,100.71,4.14,0.585,105.78,103.26,2.52,E,E
2003,Eastern Conf Semifinals,New Jersey Nets,Boston Celtics,2,6,0.598,104.42,98.8,5.62,0.537,101.9,102.33,-0.43,E,E
2003,Western Conf Semifinals,Dallas Mavericks,Sacramento Kings,3,2,0.732,111.43,102.89,8.54,0.72,106.45,99.5,6.95,W,W
2003,Western Conf Semifinals,San Antonio Spurs,Los Angeles Lakers,1,5,0.732,106.25,100.29,5.96,0.61,107.96,105.55,2.41,W,W
2003,Eastern Conf Finals,New Jersey Nets,Detroit Pistons,2,1,0.598,104.42,98.8,5.62,0.61,104.84,100.71,4.14,E,E
2003,Western Conf Finals,San Antonio Spurs,Dallas Mavericks,1,3,0.732,106.25,100.29,5.96,0.732,111.43,102.89,8.54,W,W
2003,Finals,San Antonio Spurs,New Jersey Nets,1,2,0.732,106.25,100.29,5.96,0.598,104.42,98.8,5.62,W,E
2002,Eastern Conf First Round,Boston Celtics,Philadelphia 76ers,3,6,0.598,104.1,101.7,2.4,0.524,103.12,101.42,1.7,E,E
2002,Eastern Conf First Round,Charlotte Hornets,Orlando Magic,4,5,0.537,105.13,104.06,1.07,0.537,107.71,106.04,1.67,E,E
2002,Eastern Conf First Round,Detroit Pistons,Toronto Raptors,2,7,0.61,105.77,103.43,2.33,0.512,103.37,104.04,-0.67,E,E
2002,Eastern Conf First Round,New Jersey Nets,Indiana Pacers,1,8,0.634,104.78,100.28,4.5,0.512,105.09,104.59,0.5,E,E
2002,Western Conf First Round,Dallas Mavericks,Minnesota Timberwolves,4,5,0.695,112.8,108.22,4.59,0.61,109.79,105.97,3.82,W,W
2002,Western Conf First Round,Los Angeles Lakers,Portland Trail Blazers,3,6,0.707,110.29,102.52,7.77,0.598,108.2,104.84,3.36,W,W
2002,Western Conf First Round,Sacramento Kings,Utah Jazz,1,8,0.744,109.7,101.62,8.08,0.537,106.57,105.33,1.25,W,W
2002,Western Conf First Round,San Antonio Spurs,Seattle SuperSonics,2,7,0.707,107.35,100.38,6.97,0.549,109.77,106.3,3.47,W,W
2002,Eastern Conf Semifinals,Boston Celtics,Detroit Pistons,3,2,0.598,104.1,101.7,2.4,0.61,105.77,103.43,2.33,E,E
2002,Eastern Conf Semifinals,New Jersey Nets,Charlotte Hornets,1,4,0.634,104.78,100.28,4.5,0.537,105.13,104.06,1.07,E,E
2002,Western Conf Semifinals,Los Angeles Lakers,San Antonio Spurs,3,2,0.707,110.29,102.52,7.77,0.707,107.35,100.38,6.97,W,W
2002,Western Conf Semifinals,Sacramento Kings,Dallas Mavericks,1,4,0.744,109.7,101.62,8.08,0.695,112.8,108.22,4.59,W,W
2002,Eastern Conf Finals,New Jersey Nets,Boston Celtics,1,3,0.634,104.78,100.28,4.5,0.598,104.1,101.7,2.4,E,E
2002,Western Conf Finals,Los Angeles Lakers,Sacramento Kings,3,1,0.707,110.29,102.52,7.77,0.744,109.7,101.62,8.08,W,W
2002,Finals,Los Angeles Lakers,New Jersey Nets,3,1,0.707,110.29,102.52,7.77,0.634,104.78,100.28,4.5,W,E
2001,Eastern Conf First Round,Charlotte Hornets,Miami Heat,6,3,0.561,102.57,100.34,2.23,0.61,101.88,99.39,2.49,E,E
2001,Eastern Conf First Round,Milwaukee Bucks,Orlando Magic,2,7,0.634,109.52,105.34,4.18,0.524,104.05,102.99,1.06,E,E
2001,Eastern Conf First Round,Philadelphia 76ers,Indiana Pacers,1,8,0.683,104.36,99.73,4.63,0.5,102.91,103.09,-0.18,E,E
2001,Eastern Conf First Round,Toronto Raptors,New York Knicks,5,4,0.573,106.64,104.23,2.41,0.585,102.12,99.01,3.11,E,E
2001,Western Conf First Round,Dallas Mavericks,Utah Jazz,5,4,0.646,108.0,103.36,4.63,0.646,108.36,103.17,5.19,W,W
2001,Western Conf First Round,Los Angeles Lakers,Portland Trail Blazers,2,7,0.683,109.15,105.56,3.59,0.61,107.08,102.54,4.53,W,W
2001,Western Conf First Round,Sacramento Kings,Phoenix Suns,3,6,0.671,106.32,100.23,6.08,0.622,101.12,98.67,2.45,W,W
2001,Western Conf First Round,San Antonio Spurs,Minnesota Timberwolves,1,8,0.707,107.36,98.64,8.72,0.573,106.0,104.4,1.61,W,W
2001,Eastern Conf Semifinals,Milwaukee Bucks,Charlotte Hornets,2,6,0.634,109.52,105.34,4.18,0.561,102.57,100.34,2.23,E,E
2001,Eastern Conf Semifinals,Philadelphia 76ers,Toronto Raptors,1,5,0.683,104.36,99.73,4.63,0.573,106.64,104.23,2.41,E,E
2001,Western Conf Semifinals,Los Angeles Lakers,Sacramento Kings,2,3,0.683,109.15,105.56,3.59,0.671,106.32,100.23,6.08,W,W
2001,Western Conf Semifinals,San Antonio Spurs,Dallas Mavericks,1,5,0.707,107.36,98.64,8.72,0.646,108.0,103.36,4.63,W,W
2001,Eastern Conf Finals,Philadelphia 76ers,Milwaukee Bucks,1,2,0.683,104.36,99.73,4.63,0.634,109.52,105.34,4.18,E,E
2001,Western Conf Finals,Los Angeles Lakers,San Antonio Spurs,2,1,0.683,109.15,105.56,3.59,0.707,107.36,98.64,8.72,W,W
2001,Finals,Los Angeles Lakers,Philadelphia 76ers,2,1,0.683,109.15,105.56,3.59,0.683,104.36,99.73,4.63,W,E
2000,Eastern Conf First Round,Indiana Pacers,Milwaukee Bucks,1,8,0.683,109.17,104.21,4.95,0.512,109.07,108.82,0.25,E,E
2000,Eastern Conf First Round,Miami Heat,Detroit Pistons,2,7,0.634,105.39,102.08,3.31,0.512,108.14,106.54,1.6,E,E
2000,Eastern Conf First Round,New York Knicks,Toronto Raptors,3,6,0.61,103.1,101.53,1.58,0.549,105.46,105.53,-0.06,E,E
2000,Eastern Conf First Round,Philadelphia 76ers,Charlotte Hornets,5,4,0.598,102.24,100.8,1.44,0.598,105.0,102.22,2.79,E,E
2000,Western Conf First Round,Los Angeles Lakers,Sacramento Kings,1,8,0.817,107.85,98.79,9.05,0.537,105.62,102.58,3.04,W,W
2000,Western Conf First Round,Phoenix Suns,San Antonio Spurs,5,4,0.646,105.04,99.66,5.38,0.646,105.83,99.45,6.38,W,W
2000,Western Conf First Round,Portland Trail Blazers,Minnesota Timberwolves,3,6,0.72,108.75,101.67,7.08,0.61,106.98,104.1,2.87,W,W
2000,Western Conf First Round,Utah Jazz,Seattle SuperSonics,2,7,0.671,107.97,103.09,4.88,0.549,106.19,105.33,0.87,W,W
2000,Eastern Conf Semifinals,Indiana Pacers,Philadelphia 76ers,1,5,0.683,109.17,104.21,4.95,0.598,102.24,100.8,1.44,E,E
2000,Eastern Conf Semifinals,New York Knicks,Miami Heat,3,2,0.61,103.1,101.53,1.58,0.634,105.39,102.08,3.31,E,E
2000,Western Conf Semifinals,Los Angeles Lakers,Phoenix Suns,1,5,0.817,107.85,98.79,9.05,0.646,105.04,99.66,5.38,W,W
2000,Western Conf Semifinals,Portland Trail Blazers,Utah Jazz,3,2,0.72,108.75,101.67,7.08,0.671,107.97,103.09,4.88,W,W
2000,Eastern Conf Finals,Indiana Pacers,New York Knicks,1,3,0.683,109.17,104.21,4.95,0.61,103.1,101.53,1.58,E,E
2000,Western Conf Finals,Los Angeles Lakers,Portland Trail Blazers,1,3,0.817,107.85,98.79,9.05,0.72,108.75,101.67,7.08,W,W
2000,Finals,Los Angeles Lakers,Indiana Pacers,1,1,0.817,107.85,98.79,9.05,0.683,109.17,104.21,4.95,W,E
