Player
Ja Morant
Ja Morant
Julius Randle
Brandon Ingram
Pascal Siakam
Victor Oladipo
Giannis Antetokounmpo
C.J. McCollum
Jimmy Butler
Draymond Green
Draymond Green
Goran Dragić
Paul George
Ryan Anderson
Kevin Love
Kevin Love
Aaron Brooks
Hedo Türkoğlu
Monta Ellis
Leandro Barbosa
Boris Diaw
Bobby Simmons
Zach Randolph
Zach Randolph
Gilbert Arenas
Gilbert Arenas
Bobby Simmons
Zach Randolph 
